Host,Status,SSL,Port,C2 Server,Https Cert,GET uri,POST uri,User Agent,Watermark
163.172.39.102,Found,True,443,163.172.39.102,,/index.jsp,/submit.jsp,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/83.0.4103.61 Safari/537.36",305419896
204.16.247.30,Found,True,443,ballom.com,ballom.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
204.16.247.89,Found,True,443,204.16.247.89,,/g.pixel,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows Phone OS 7.5; Trident/5.0; IEMobile/9.0; LG; LG-E906),0
172.105.118.92,Found,True,443,game.soultravel.online,,/g.pixel,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/5.0; NP06),1873433027
31.187.64.199,Found,True,443,d30qpb9e10re4o.cloudfront.net,10.0.0.2l4.xyz,/gen_204eiT6EX_r4F3fqwHI9boDg,/_/VisualFrontendUi/data/batchexecute,Mozilla/5.0 (Macintosh; Intel Mac OS X 15.0;) Gecko/20100101 Firefox/637.0,0
172.241.27.214,Found,True,443,repshd.com,repshd.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
54.214.197.200,Found,True,443,pnwcontent-delivery.com,,/updates.rss,/submit.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0),775423106
188.34.142.201,Found,True,443,188.34.142.201,,/updates.rss,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MASB),16777216
167.179.66.246,Found,True,443,a93.xyz,,/IE9CompatViewList.xml,/submit.php,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727),305419896
139.180.198.152,Found,True,443,139.180.198.152,22281334@qq.com,/updates,/windowsxp/updcheck.php,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Gecko/20200118 Firefox/26.0,0
172.82.179.170,Found,True,443,foxreps.com,fangulf.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
103.143.208.3,Found,True,443,103.143.208.3,,/fwlink,/submit.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; 360space),1873433027
45.128.156.102,Found,True,443,mixdir.com,mixdir.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
23.106.160.86,Found,True,443,23.106.160.86,raills.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
23.106.223.151,Found,True,443,foxreps.com,fangulf.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
198.44.97.180,Found,True,443,198.44.97.180,,/push,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENGB),305419896
23.106.160.2,Found,True,443,bitsse.com,bitsse.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
54.212.69.111,Found,True,443,7kf3xlsx24.execute-api.us-east-1.amazonaws.com,www.changehealthcareservices.com,/api/fetch,/api/telemetry,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,631717438
95.217.197.67,Found,True,443,oomdatacollect.global.ssl.fastly.net,,/pixel.gif,/submit.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1),0
104.238.205.44,Found,True,443,syscx.com,,/dot.gif,/submit.php,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0; ASU2JS),0
45.58.116.242,Found,True,443,withfix.com,withfix.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
185.14.30.217,Found,True,443,185.14.30.217,,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,/N4215/adj/amzn.us.sr.aps,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,0
185.193.36.73,Found,True,443,185.193.36.73,,/load,/submit.php,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET4.0C; .NET4.0E),0
95.179.247.174,Found,True,443,testginwebsite.tk,testginwebsite.tk,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,/N4215/adj/amzn.us.sr.aps,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,0
5.196.114.192,Found,True,443,amazoning.sytes.net,,/dpixel,/submit.php,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0; ASU2JS),0
88.218.92.19,Found,True,443,ec2-18-221-92-41.us-east-2.compute.amazonaws.com,,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,/N4215/adj/amzn.us.sr.aps,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,0
23.106.223.151,Found,True,443,foxreps.com,fangulf.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
206.189.223.152,Found,True,443,206.189.223.152,,/push,/submit.php,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SV1),1782199611
193.168.147.249,Found,True,443,mesteratosr.me,,/api,/lowpacket/mt.php,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0,305419896
144.217.207.19,Found,True,443,144.217.207.19,,/g.pixel,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; BOIE9;ENUSMSCOM),305419896
51.178.83.41,Found,True,443,top.jimwilkens.com,top.jimwilkens.com,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,/N4215/adj/amzn.us.sr.aps,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,3
23.106.160.161,Found,True,443,clubuz.com,clubuz.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
100.24.56.227,Found,True,443,100.24.56.227,,/bing,/search,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0; MDDCJS),836116121
5.196.114.192,Found,True,443,amazoning.sytes.net,,/dpixel,/submit.php,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0; ASU2JS),0
104.238.205.63,Found,True,443,dealeva.com,dealeva.com,/CWoNaJLBo/VTNeWw11212/,/CWoNaJLBo/VTNeWw11213/,Mozilla/4.0 (compatible; MSIE 6.0;Windows NT 5.1),0
198.13.55.13,Found,True,443,198.13.55.13,,/ga.js,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; FunWebProducts),305419896
185.162.235.111,Found,True,443,185.162.235.111,,/cm,/submit.php,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; BOIE9;ENUS),305419896
145.249.107.130,Found,True,443,145.249.107.130,,/IE9CompatViewList.xml,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; LEN2),0
23.106.215.40,Found,True,443,cuphq.com,,/visit.js,/submit.php,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0; Avant Browser),0
204.16.247.41,Found,True,443,syscx.com,,/dot.gif,/submit.php,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0; ASU2JS),0
104.238.205.63,Found,True,443,dealeva.com,dealeva.com,/CWoNaJLBo/VTNeWw11212/,/CWoNaJLBo/VTNeWw11213/,Mozilla/4.0 (compatible; MSIE 6.0;Windows NT 5.1),0
108.177.235.22,Found,True,443,108.177.235.22,,/fwlink,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),0
104.211.27.49,Found,True,443,ttpre.eastus.cloudapp.azure.com,ttpre.eastus.cloudapp.azure.com,/dot.gif,/submit.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1),1586380418
185.246.130.120,Found,True,443,185.246.130.120,amazon.com,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,/N4215/adj/amzn.us.sr.aps,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1884567894
52.59.168.192,Found,True,443,rijkzijn.nl,systest.nl,/vlk/grants,/vlk/xmlrpc/v2,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1748429673
104.238.205.44,Found,True,443,syscx.com,,/dot.gif,/submit.php,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0; ASU2JS),0
173.234.25.78,Found,True,443,162.223.31.160,,/pixel.gif,/submit.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0),0
65.207.115.215,Found,True,443,213.236.64.41,mail.live.com,/preload,/sa,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,26658758
172.82.179.170,Found,True,443,foxreps.com,fangulf.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
23.106.124.136,Found,True,443,blog.chat5l88.com,Eset Internet Security,/image/,/history/,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.1; Trident/5.0),0
185.162.235.61,Found,True,443,185.162.235.61,,/ca,/submit.php,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; LBBROWSER),16777216
173.234.25.76,Found,True,443,162.223.31.160,,/pixel.gif,/submit.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0),0
193.34.166.124,Found,True,443,ntservicespack.com,,/load,/submit.php,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0),305419896
31.187.64.231,Found,True,443,d30qpb9e10re4o.cloudfront.net,10.0.0.2l4.xyz,/gen_204eiT6EX_r4F3fqwHI9boDg,/_/VisualFrontendUi/data/batchexecute,Mozilla/5.0 (Macintosh; Intel Mac OS X 15.0;) Gecko/20100101 Firefox/637.0,0
144.217.207.19,Found,True,443,144.217.207.19,,/g.pixel,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; BOIE9;ENUSMSCOM),305419896
107.173.42.131,Found,True,443,172.67.142.39,(gg),/jquery-3.3.1.min.js,/jquery-3.3.2.min.js,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/88.0.4315.4 Safari/537.36",0
92.42.14.133,Found,True,443,92.42.14.133,,/activity,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; BOIE9;ENUS),305419896
134.209.5.246,Found,True,443,134.209.5.246,,/visit.js,/submit.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0),1584151116
20.36.203.162,Found,True,443,20.36.203.162,,/fwlink,/submit.php,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; Touch),1305001539
45.76.78.72,Found,True,443,xx1.utopis.best,misc,/wp/wp-includes/dtcla.php,/wp/content_search.php,"Mozilla/5.0 (Windows NT 6.4; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2225.0 Safari/537.36",1359593325
23.81.246.46,Found,True,443,contmetric.com,contmetric.com,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,/N4215/adj/amzn.us.sr.aps,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,0
104.238.205.44,Found,True,443,syscx.com,,/dot.gif,/submit.php,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0; ASU2JS),0
193.34.166.207,Found,True,443,timesyncad.com,,/updates.rss,/submit.php,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),305419896
206.166.251.75,Found,True,443,206.166.251.75,,/__utm.gif,/submit.php,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; Touch; ASU2JS),6
63.142.243.214,Found,True,443,63.142.243.214,,/push,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENUS),305419896
64.187.238.202,Found,True,443,64.187.238.202,,/dpixel,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; ; NCLIENT50_AAPCDA5841E333),0
141.98.80.152,Found,True,443,141.98.80.152,,/dot.gif,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),0
23.106.160.86,Found,True,443,23.106.160.86,raills.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
144.217.207.21,Found,True,443,52.188.209.63,,/cm,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; FunWebProducts; IE0006_ver1;EN_GB),555758901
176.121.14.251,Found,True,443,176.121.14.251,,/updates.rss,/submit.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; 360space),0
185.162.235.35,Found,True,443,185.162.235.35,,/fwlink,/submit.php,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0),16777216
176.121.14.229,Found,True,443,176.121.14.229,,/match,/submit.php,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0),0
193.34.166.124,Found,True,443,ntservicespack.com,,/load,/submit.php,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0),305419896
97.64.41.151,Found,True,443,97.64.41.151,,/load,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/5.0),1
77.123.155.74,Found,True,443,77.123.155.74,,/owa/,/OWA/,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",305419896
142.202.205.57,Found,True,443,142.202.205.57,,/updates.rss,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; MALC),305419896
54.197.151.253,Found,True,443,54.197.151.253,dhsalert.com,/homes/for_sale/atlanta/,/homes/for_sale/Atlanta/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36",2124548443
108.61.200.55,Found,True,443,108.61.200.55,,/__utm.gif,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/5.0; MANM; MANM),305419896
91.229.23.63,Found,True,443,146.0.72.91,,/j.ad,/submit.php,Mozilla/4.0 (compatible; MSIE 5.0; Windows NT; DigExt; DTS Agent,0
108.177.235.22,Found,True,443,108.177.235.22,,/fwlink,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),0
27.102.115.108,Found,True,443,27.102.115.108,CN,/updates,/windebug/updcheck.php,Mozilla/5.0 (Windows NT 6.1; rv:24.0) Gecko/20100101 Firefox/24.0,305419896
204.16.247.89,Found,True,443,204.16.247.89,,/g.pixel,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows Phone OS 7.5; Trident/5.0; IEMobile/9.0; LG; LG-E906),0
54.197.151.253,Found,True,443,54.197.151.253,dhsalert.com,/homes/for_sale/atlanta/,/homes/for_sale/Atlanta/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/60.0.3112.113 Safari/537.36",2124548443
3.22.101.152,Found,True,443,d6qg530ok85uj.cloudfront.net,go.autoupdate.co,/safebrowsing/fp/X5dYOhqFrKn95vdkmSCHODPEuY9,/safebrowsing/fp/Xtsuqd9wDd34nVxGbIiRlzzODKYweAye7kEob,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36",793967405
194.36.191.118,Found,True,443,194.36.191.118,,/visit.js,/submit.php,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; InfoPath.2; .NET CLR 2.0.50727),305419896
185.227.82.66,Found,True,443,185.227.82.66,,/__utm.gif,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),305419896
204.16.247.41,Found,True,443,syscx.com,,/dot.gif,/submit.php,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0; ASU2JS),0
23.106.160.161,Found,True,443,clubuz.com,clubuz.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
23.106.160.2,Found,True,443,bitsse.com,bitsse.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
139.162.76.207,Found,True,443,banweb.cityu.dev,Google LLC,/core/wp-includes/pol.php,/modules/mod_search.php,Mozilla/6.0 (Windows; U; MSIE 7.0; Windows NT 6.0) Java/1.5.0_08,1873433027
172.98.192.94,Found,True,443,172.98.192.94,,/g.pixel,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; BOIE9;ENAU),0
23.106.160.2,Found,True,443,bitsse.com,bitsse.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
95.217.197.67,Found,True,443,oomdatacollect.global.ssl.fastly.net,,/pixel.gif,/submit.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1),0
108.62.118.209,Found,True,443,simvp.com,simvp.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
104.194.8.114,Found,True,443,23.106.160.86,raills.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
193.29.56.172,Found,True,443,192.243.102.171,jsquery.com,/jsquery-3.3.1.min.js,/jsquery-3.3.2.min.js,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246",123423511
149.28.20.245,Found,True,443,149.28.20.245,www.bing.com,/search/,/Search/,"Mozilla/5.0 (compatible, MSIE 11, Windows NT 6.3; Trident/7.0; rv:11.0) like Gecko",305419896
64.128.143.70,Found,True,443,64.128.143.70,,/en_US/all.js,/submit.php,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0),817512035
185.225.19.140,Found,True,443,185.225.19.140,CC,/c/msdownload/update/others/2020/10/29136388_,/c/msdownload/update/others/2020/10/28986731_,Windows-Update-Agent/10.0.10022.16384 Client-Protocol/1.40,0
52.61.83.2,Found,True,443,data-protection-testing.com,data-protection-testing.com,/safebrowse/dr/IrzUh12tRC1OhNknisAzj2nAjsLfKHGE7-0QOUqAJI7n2,/safebrowse/dr/SYDdk27dBE8xrXtvwcKjs2yxtcVoUQsO4,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1784301259
104.243.46.74,Found,True,443,104.243.46.74,,/IE9CompatViewList.xml,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0),0
78.128.113.14,Found,True,443,78.128.113.14,,/updates.rss,/submit.php,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1),305419896
23.106.160.86,Found,True,443,23.106.160.86,raills.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
23.106.223.151,Found,True,443,foxreps.com,fangulf.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
185.193.36.73,Found,True,443,185.193.36.73,,/load,/submit.php,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET4.0C; .NET4.0E),0
54.174.145.85,Found,True,443,d1yxgunqlbb2ab.cloudfront.net,seetoo.fayservicing.org,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,/N4215/adj/amzn.us.sr.aps,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,207596070
188.119.113.24,Found,True,443,188.119.113.24,,/visit.js,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/5.0; MAAU; NP08),305419896
193.29.56.172,Found,True,443,192.243.102.171,jsquery.com,/jsquery-3.3.1.min.js,/jsquery-3.3.2.min.js,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36 Edge/12.246",123423511
23.106.160.86,Found,True,443,23.106.160.86,raills.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
95.217.197.85,Found,True,443,oomdatacollect.global.ssl.fastly.net,,/pixel.gif,/submit.php,Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 5.1),0
23.106.160.161,Found,True,443,clubuz.com,clubuz.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
108.62.118.209,Found,True,443,simvp.com,simvp.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
100.24.56.227,Found,True,443,100.24.56.227,,/bing,/search,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0; MDDCJS),836116121
108.62.118.209,Found,True,443,simvp.com,simvp.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
173.234.155.184,Found,True,443,dealeva.com,dealeva.com,/CWoNaJLBo/VTNeWw11212/,/CWoNaJLBo/VTNeWw11213/,Mozilla/4.0 (compatible; MSIE 6.0;Windows NT 5.1),0
167.179.105.132,Found,True,443,www.sfhangkang.monster,CloudFlare Origin Certificate,/__utm.gif,/___utm.gif,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/5.0; BOIE9;ENUS),16777216
18.180.199.201,Found,True,443,52.192.37.241,,/cx,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;SVSE),305419896
185.153.196.130,Found,True,443,185.153.196.130,,/match,/submit.php,Mozilla/4.0 (compatible; MSIE 5.0; Windows NT; DigExt; DTS Agent,555758901
185.215.84.60,Found,True,443,s03mdn.net,msftncss.com,/telemetry/specifications,/telemetry/data,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.108 Safari/537.36",955098644
99.79.101.225,Found,True,443,ajax.microsoft.com,Yolo,/c/msdownload/update/1930155_,/c/msdownload/update/1534335_,Windows-Update-Agent/10.0.10011.16384 Client-Protocol/1.40,1484168582
149.28.204.170,Found,True,443,us-system89.com,us-system89.com,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books,/N4215/adj/amzn.us.sr.aps,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,276072048
209.222.101.153,Found,True,443,mixdir.com,mixdir.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
45.128.156.102,Found,True,443,mixdir.com,mixdir.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
3.137.139.119,Found,True,443,service.office247.tech,,/cx,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; NP08; MAAU; NP08),305419896
167.99.197.196,Found,True,443,myredirector1.live,myteamserver.live,/c/msdownload/update/others/2020/10/29136388_,/c/msdownload/update/others/2020/10/28986731_,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0),1556462172
52.229.22.93,Found,True,443,52.229.22.93,,/pixel.gif,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; MATP; MATP),1380714076
104.238.205.115,Found,True,443,resfox.com,zeroflip.com,/us/ky/louisville/312-s-fourth-st.html,/OrderEntryService.asmx/AddOrderLine,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko)",0
199.247.18.58,Found,True,443,199.247.18.58,,/pixel.gif,/submit.php,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0),0
198.44.97.179,Found,True,443,198.44.97.180,,/push,/submit.php,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0; BOIE9;ENGB),305419896
